id,customer_id,amount,status
102,3894,1556,shipped
103,9637,1514,pending
104,9770,332,returned
105,6192,1613,returned
106,2404,240,pending
107,5525,469,pending
108,7871,184,shipped
109,2840,1893,cancelled
110,691,1783,pending
111,9163,267,shipped
112,8371,487,cancelled
113,7283,1543,delivered
114,2980,939,pending
115,5171,595,returned
116,9170,673,cancelled
117,8872,1106,cancelled
118,2729,1834,returned
119,2381,137,cancelled
120,3171,318,shipped
121,8496,1711,pending
122,1297,352,cancelled
123,9453,1143,pending
124,4770,539,cancelled
125,6867,758,returned
126,9497,673,shipped
127,4436,1015,cancelled
128,216,1739,returned
129,6832,1686,pending
130,6990,1824,delivered
131,7209,328,delivered
132,5614,372,delivered
133,7554,455,cancelled
134,9014,963,delivered
135,7689,1023,returned
136,8788,544,pending
137,7234,17,returned
138,4467,863,delivered
139,7841,968,cancelled
140,867,898,pending
141,2332,1863,returned
142,8421,1034,returned
143,7435,1962,shipped
144,8942,637,shipped
145,6536,1079,pending
146,9810,289,returned
147,2403,1840,cancelled
148,1167,1458,cancelled
149,4214,254,cancelled
150,440,12,delivered
151,3210,1782,cancelled
152,1222,1331,returned
153,6951,78,delivered
154,6344,1502,cancelled
155,8893,1065,pending
156,3298,162,cancelled
157,6194,635,cancelled
158,9458,1726,delivered
159,1051,305,cancelled
160,9546,1082,shipped
161,2019,1812,shipped
162,4301,283,returned
163,5915,497,delivered
164,4425,180,cancelled
165,296,183,returned
166,9895,185,returned
167,9116,1404,delivered
168,9113,50,returned
169,7209,15,pending
170,7722,12,returned
171,6560,1005,pending
172,6014,359,pending
173,7857,967,pending
174,899,975,delivered
175,954,593,shipped
176,3686,879,returned
177,9487,773,cancelled
178,9783,786,cancelled
179,2485,1337,delivered
180,6755,180,pending
181,5367,147,pending
182,574,1907,returned
183,9,114,cancelled
184,836,1679,pending
185,8133,1147,delivered
186,461,1497,shipped
187,194,772,pending
188,2435,722,delivered
189,9263,979,shipped
190,3763,1450,returned
191,2878,77,pending
192,196,1391,shipped
193,7712,756,returned
194,9881,979,delivered
195,7549,1391,delivered
196,3770,1787,returned
197,6919,668,returned
198,7395,1542,delivered
199,4169,1712,shipped
200,5678,319,cancelled
201,4226,1380,shipped
202,921,586,pending
203,6627,592,pending
204,5722,1604,shipped
205,7223,607,pending
206,6003,200,shipped
207,3906,949,returned
208,3765,1788,cancelled
209,6943,1640,cancelled
210,9396,1589,returned
211,7329,786,returned
212,1888,1532,cancelled
213,79,1725,returned
214,5247,713,cancelled
215,1449,1665,cancelled
216,4935,1236,pending
217,5951,1076,delivered
218,6406,1067,returned
219,1292,573,delivered
220,9638,1263,pending
221,8447,129,shipped
222,5529,1040,cancelled
223,2801,590,pending
224,5825,919,delivered
225,4351,687,pending
226,9256,1274,returned
227,9140,904,shipped
228,2993,539,delivered
229,3990,659,shipped
230,7232,1518,returned
231,1791,209,pending
232,1484,1426,pending
233,8489,771,pending
234,8753,522,cancelled
235,6952,1847,returned
236,9990,1144,delivered
237,9773,465,shipped
238,1252,507,delivered
239,9452,853,pending
240,8194,1373,shipped
241,858,1686,cancelled
242,3254,1342,delivered
243,8715,27,pending
244,2560,312,cancelled
245,4337,327,delivered
246,8116,1367,shipped
247,142,695,delivered
248,4858,1129,shipped
249,9412,1068,cancelled
250,8980,1780,pending
251,9991,298,pending
252,4619,973,delivered
253,9976,1502,returned
254,4589,925,delivered
255,6334,20,delivered
256,2860,1205,shipped
257,7466,1972,pending
258,7894,1486,returned
259,4130,1407,cancelled
260,2954,175,delivered
261,7042,170,cancelled
262,3001,1032,delivered
263,8771,107,delivered
264,5639,1649,shipped
265,2965,877,cancelled
266,7011,1279,returned
267,8495,1339,returned
268,7455,1217,returned
269,8598,954,cancelled
270,5418,610,delivered
271,5397,1060,delivered
272,7405,1563,delivered
273,1135,492,delivered
274,70,246,returned
275,2232,1488,returned
276,3491,861,pending
277,5379,1981,returned
278,7127,382,cancelled
279,5454,1368,pending
280,9527,437,delivered
281,6175,1844,shipped
282,8454,1244,pending
283,1817,323,delivered
284,8651,596,delivered
285,7841,1247,shipped
286,6913,1482,delivered
287,6671,253,pending
288,5901,848,returned
289,6588,288,shipped
290,3933,1787,pending
291,7625,67,cancelled
292,5494,1266,delivered
293,8495,71,delivered
294,3803,219,cancelled
295,576,278,shipped
296,7365,1311,delivered
297,3954,518,pending
298,3493,1724,cancelled
299,2888,1665,cancelled
300,1105,1109,cancelled
301,2654,592,delivered
302,7481,1796,delivered
303,6855,395,pending
304,1723,276,pending
305,3436,1123,pending
306,8054,1125,shipped
307,9136,1861,cancelled
308,8841,1562,pending
309,6474,862,pending
310,5226,1437,delivered
311,5681,1285,returned
312,5429,1061,cancelled
313,6172,484,delivered
314,7095,677,delivered
315,1310,1080,pending
316,2708,1297,returned
317,8557,370,delivered
318,2286,165,shipped
319,8574,1453,returned
320,6247,896,returned
321,680,1876,delivered
322,4465,808,returned
323,9925,1087,delivered
324,2878,1109,returned
325,2562,1428,returned
326,4695,929,pending
327,5380,325,pending
328,3974,172,shipped
329,2746,1678,returned
330,8854,1147,cancelled
331,1494,1633,shipped
332,3435,1537,shipped
333,275,435,cancelled
334,6253,1081,cancelled
335,4801,269,cancelled
336,7874,1126,cancelled
337,2232,885,returned
338,5537,391,cancelled
339,2360,1093,cancelled
340,6205,69,shipped
341,2451,22,returned
342,7916,929,returned
343,3711,1712,delivered
344,7171,1996,pending
345,119,842,shipped
346,8798,476,shipped
347,4358,1316,delivered
348,6034,993,shipped
349,5606,1834,cancelled
350,2843,405,shipped
351,7421,1033,pending
352,917,531,delivered
353,3490,705,returned
354,5841,1455,returned
355,7698,457,pending
356,2062,1599,cancelled
357,3615,1536,shipped
358,2789,1137,delivered
359,7343,1899,pending
360,5115,1462,shipped
361,4171,95,shipped
362,5425,710,delivered
363,4758,1870,cancelled
364,8540,1246,shipped
365,9484,1639,cancelled
366,7507,1339,pending
367,4804,223,pending
368,6809,986,returned
369,8806,1758,pending
370,5894,1625,returned
371,6904,1315,delivered
372,6550,1790,cancelled
373,3815,1090,cancelled
374,5625,788,returned
375,167,618,delivered
376,8437,1384,delivered
377,7066,1032,shipped
378,3396,393,shipped
379,1156,1985,shipped
380,4644,1124,returned
381,5412,731,returned
382,7623,1890,cancelled
383,476,31,cancelled
384,2649,499,returned
385,4289,1935,delivered
386,9547,1730,returned
387,4572,1973,shipped
388,6910,572,pending
389,7999,854,pending
390,9096,1227,delivered
391,3381,131,pending
392,2110,1943,pending
393,3693,1770,shipped
394,9436,1057,pending
395,1923,504,returned
396,8173,196,cancelled
397,2356,1124,shipped
398,4060,738,cancelled
399,9007,1289,pending
400,5251,1834,returned
401,1241,88,returned
402,278,1948,pending
403,5997,1686,shipped
404,3387,946,delivered
405,3240,677,cancelled
406,7511,53,shipped
407,7371,1015,shipped
408,8381,1580,cancelled
409,1162,662,cancelled
410,5994,1255,cancelled
411,6031,957,returned
412,4847,733,cancelled
413,5581,1173,delivered
414,9340,769,delivered
415,417,1834,delivered
416,5312,1846,shipped
417,6337,284,returned
418,1360,917,pending
419,4922,1062,delivered
420,4690,1848,pending
421,9162,469,returned
422,5653,1939,shipped
423,5128,278,delivered
424,2350,1666,pending
425,7425,1841,returned
426,8203,345,pending
427,6462,1341,delivered
428,1578,1799,pending
429,9999,1298,shipped
430,1517,623,delivered
431,8052,614,delivered
432,5238,315,pending
433,3351,92,shipped
434,7760,1301,cancelled
435,4294,958,shipped
436,422,1060,returned
437,2319,624,pending
438,3090,1694,delivered
439,3965,362,pending
440,2762,1521,delivered
441,4682,29,shipped
442,9548,420,cancelled
443,3827,603,pending
444,9436,523,pending
445,2885,1642,pending
446,9039,1855,pending
447,5927,1481,shipped
448,5794,989,returned
449,5194,1203,returned
450,1002,1458,pending
451,4626,1904,cancelled
452,9958,1880,delivered
453,1451,289,shipped
454,2521,675,delivered
455,6663,26,pending
456,9072,1853,returned
457,1425,1965,pending
458,3342,1648,delivered
459,3822,546,returned
460,6012,978,pending
461,3312,448,returned
462,7085,1427,shipped
463,7565,885,returned
464,6816,188,shipped
465,8087,499,delivered
466,2105,247,pending
467,2470,63,shipped
468,1415,1818,shipped
469,8233,181,shipped
470,647,198,delivered
471,9701,1769,delivered
472,9183,80,shipped
473,8613,1957,returned
474,832,1148,returned
475,8656,1466,pending
476,9477,787,cancelled
477,4949,1667,delivered
478,2586,395,pending
479,9377,230,returned
480,9669,83,returned
481,2525,153,shipped
482,3149,667,cancelled
483,9202,1499,shipped
484,1542,915,shipped
485,3826,1567,cancelled
486,6533,1011,pending
487,4922,1905,pending
488,7935,184,pending
489,3567,1424,returned
490,9228,198,returned
491,1887,1828,returned
492,7851,605,pending
493,5261,1675,pending
494,1836,499,shipped
495,2604,56,shipped
496,4464,1961,delivered
497,9707,763,cancelled
498,456,1972,cancelled
499,1256,534,returned
500,7779,1586,cancelled
501,5652,128,cancelled
502,7435,720,shipped
503,5868,1458,cancelled
504,2491,473,pending
505,6183,1558,shipped
506,1928,817,pending
507,3209,1366,cancelled
508,8255,1501,pending
509,1521,1345,pending
510,5169,1588,cancelled
511,508,1964,shipped
512,9394,1263,cancelled
513,3372,133,cancelled
514,6537,1791,cancelled
515,373,37,delivered
516,9729,1254,delivered
517,6597,1881,returned
518,6503,823,returned
519,4024,1773,shipped
520,4061,456,cancelled
521,972,69,cancelled
522,1772,1530,delivered
523,8568,1686,pending
524,433,1197,cancelled
525,1077,571,pending
526,9166,871,shipped
527,4091,383,shipped
528,4887,451,pending
529,6656,701,returned
530,8044,610,delivered
531,8876,1430,returned
532,9045,404,returned
533,2804,508,cancelled
534,5490,1238,pending
535,9467,1019,shipped
536,2329,1084,delivered
537,8876,1727,shipped
538,6125,1137,delivered
539,4495,739,delivered
540,1845,443,returned
541,1874,1841,returned
542,6895,1610,pending
543,3519,1892,delivered
544,8510,1775,shipped
545,3854,887,cancelled
546,8891,1158,shipped
547,8976,1464,cancelled
548,3203,821,returned
549,3155,307,shipped
550,8715,44,pending
551,4229,1433,shipped
552,6738,532,cancelled
553,5966,1072,delivered
554,6772,872,delivered
555,8475,892,cancelled
556,4355,211,cancelled
557,3783,1015,pending
558,2135,89,cancelled
559,3736,226,cancelled
560,5455,716,shipped
561,9423,915,cancelled
562,6548,86,pending
563,4263,743,returned
564,4947,19,returned
565,1695,237,delivered
566,4147,1646,pending
567,6060,909,shipped
568,8914,240,delivered
569,3510,1449,cancelled
570,1122,158,cancelled
571,8832,790,pending
572,1671,638,cancelled
573,509,1770,shipped
574,6145,165,pending
575,8461,1254,shipped
576,6549,1542,pending
577,5454,709,delivered
578,4418,786,delivered
579,4231,369,cancelled
580,8205,1996,shipped
581,6223,1047,delivered
582,3793,1033,cancelled
583,1467,556,pending
584,3251,604,delivered
585,5158,585,delivered
586,9284,735,cancelled
587,6947,68,pending
588,3783,24,pending
589,1520,1240,cancelled
590,2256,321,cancelled
591,2455,1968,shipped
592,8564,780,returned
593,7727,1867,delivered
594,2060,1424,pending
595,7292,1533,shipped
596,6400,1643,returned
597,3798,1105,delivered
598,907,1939,returned
599,5323,1725,cancelled
600,352,1627,returned
601,3174,539,pending
602,9906,1184,pending
603,6659,1408,delivered
604,544,1123,pending
605,1141,397,cancelled
606,4254,1763,pending
607,3942,573,returned
608,4127,1160,delivered
609,3094,1795,cancelled
610,7593,79,pending
611,6881,363,cancelled
612,9346,687,returned
613,5495,1804,pending
614,4996,1671,shipped
615,9731,1965,delivered
616,4180,593,returned
617,6344,886,returned
618,5396,611,shipped
619,1386,1529,cancelled
620,5796,1740,cancelled
621,2137,982,delivered
622,2762,1035,pending
623,197,239,cancelled
624,1096,1337,cancelled
625,3354,564,delivered
626,7553,1197,delivered
627,5226,1208,shipped
628,3838,651,pending
629,6706,1467,shipped
630,9025,476,shipped
631,6924,580,returned
632,9930,1006,pending
633,757,118,pending
634,7291,36,cancelled
635,9113,1988,pending
636,2056,1408,returned
637,4651,1313,delivered
638,7348,839,pending
639,3923,93,delivered
640,9278,627,returned
641,4618,194,delivered
642,2847,1291,shipped
643,5135,1471,delivered
644,2454,1622,returned
645,3310,1320,shipped
646,7920,356,returned
647,7732,1470,delivered
648,6642,1358,cancelled
649,9401,1146,pending
650,3410,108,shipped
651,6793,1823,delivered
652,6200,570,cancelled
653,7740,206,pending
654,5598,1070,returned
655,2129,1819,pending
656,8597,1782,cancelled
657,615,1392,returned
658,9741,578,pending
659,34,1008,returned
660,1980,247,cancelled
661,1954,165,delivered
662,6576,537,delivered
663,6256,1469,pending
664,1689,1203,returned
665,3951,133,returned
666,7496,753,delivered
667,2826,1508,delivered
668,8020,445,returned
669,8956,1767,delivered
670,3027,503,cancelled
671,7912,1997,delivered
672,9168,1391,cancelled
673,7512,19,pending
674,7681,1157,returned
675,1983,1305,shipped
676,5581,506,shipped
677,5478,1917,pending
678,2570,187,returned
679,505,1137,shipped
680,2720,841,cancelled
681,9368,1999,returned
682,990,1268,cancelled
683,6650,853,pending
684,2432,1118,cancelled
685,5908,1874,shipped
686,9000,450,returned
687,5915,950,pending
688,6716,639,cancelled
689,8678,283,pending
690,20,1708,pending
691,3096,1408,cancelled
692,158,1713,returned
693,347,925,pending
694,4030,1008,returned
695,996,1090,returned
696,6831,1892,cancelled
697,9504,470,shipped
698,600,1031,pending
699,9350,1984,returned
700,3844,569,returned
701,4446,1226,shipped
702,7131,1017,delivered
703,8861,911,cancelled
704,2884,1270,cancelled
705,5696,131,cancelled
706,4693,1388,delivered
707,5576,818,delivered
708,7236,282,cancelled
709,7716,819,delivered
710,4525,193,returned
711,8354,338,returned
712,1687,924,returned
713,4448,1030,cancelled
714,9461,726,pending
715,662,406,delivered
716,5470,1576,shipped
717,2444,134,shipped
718,7168,377,cancelled
719,3699,129,shipped
720,2049,1740,cancelled
721,4190,717,shipped
722,6083,1960,cancelled
723,3649,504,pending
724,541,955,delivered
725,643,1510,cancelled
726,3721,696,pending
727,7090,1064,delivered
728,2403,1335,shipped
729,4453,962,cancelled
730,7842,763,pending
731,2051,711,returned
732,3279,997,returned
733,9725,60,pending
734,5869,1731,shipped
735,6545,1491,cancelled
736,9839,1916,shipped
737,3181,288,cancelled
738,7119,482,shipped
739,4225,275,shipped
740,8730,1942,delivered
741,6558,336,returned
742,3783,963,shipped
743,3590,1028,shipped
744,3052,700,returned
745,3407,218,pending
746,3819,1668,shipped
747,7726,1698,pending
748,114,1122,returned
749,5115,301,shipped
750,4113,1926,pending
751,3350,1531,cancelled
752,183,557,shipped
753,3131,487,shipped
754,2029,1304,returned
755,8432,441,returned
756,4603,761,cancelled
757,1352,271,delivered
758,7977,1834,returned
759,208,561,cancelled
760,3591,910,pending
761,9707,1082,delivered
762,1863,987,cancelled
763,9362,1359,cancelled
764,8854,43,cancelled
765,4847,766,delivered
766,5033,629,shipped
767,1571,762,cancelled
768,8838,1631,shipped
769,7596,1281,shipped
770,7129,602,pending
771,5296,432,shipped
772,7378,415,returned
773,7024,1079,returned
774,5942,1273,shipped
775,4311,1496,shipped
776,8621,1148,shipped
777,9375,87,shipped
778,9884,945,returned
779,9949,969,returned
780,3567,1397,shipped
781,1316,1430,delivered
782,375,497,shipped
783,1550,1226,returned
784,6130,1561,returned
785,6892,1984,delivered
786,5945,1606,pending
787,490,271,delivered
788,192,821,cancelled
789,7118,1805,returned
790,6633,1316,pending
791,6608,1333,cancelled
792,3657,619,cancelled
793,6842,974,pending
794,4880,1707,returned
795,9454,1399,returned
796,7022,515,shipped
797,9168,1205,delivered
798,1459,1833,pending
799,3787,1090,delivered
800,3035,645,shipped
801,7696,790,shipped
802,2502,221,delivered
803,5775,1169,cancelled
804,3966,1868,cancelled
805,4833,431,returned
806,6794,476,returned
807,9892,536,returned
808,5519,1887,returned
809,4736,24,shipped
810,9115,1162,delivered
811,5250,1623,delivered
812,6796,751,cancelled
813,6030,416,pending
814,7700,129,returned
815,8038,454,pending
816,878,316,pending
817,258,1366,shipped
818,7664,1935,shipped
819,6229,1385,cancelled
820,3629,1408,shipped
821,5750,1516,cancelled
822,7557,429,shipped
823,2786,1949,shipped
824,4671,1890,returned
825,7406,558,returned
826,3504,1235,pending
827,6981,1377,cancelled
828,84,1642,pending
829,9507,263,pending
830,9883,31,delivered
831,8991,1073,cancelled
832,6494,1484,pending
833,7248,435,shipped
834,6773,643,delivered
835,7329,1594,returned
836,9356,1296,shipped
837,7685,1062,delivered
838,5949,1300,delivered
839,1497,1001,cancelled
840,955,1621,returned
841,381,1237,shipped
842,8121,208,cancelled
843,4795,1884,delivered
844,9163,230,pending
845,4679,726,cancelled
846,4046,1475,delivered
847,6857,901,returned
848,4918,532,cancelled
849,3497,1420,shipped
850,8841,912,returned
851,934,1534,delivered
852,2143,1036,returned
853,492,1360,delivered
854,6374,904,delivered
855,1440,1142,shipped
856,7250,1120,delivered
857,7363,916,pending
858,9723,1092,returned
859,8233,494,cancelled
860,4481,512,delivered
861,5813,98,returned
862,6608,1050,delivered
863,3512,1040,pending
864,6473,333,delivered
865,947,316,shipped
866,739,1057,returned
867,9695,1707,cancelled
868,4595,815,returned
869,2710,553,shipped
870,4886,1596,shipped
871,5871,524,returned
872,6647,1228,delivered
873,2897,239,shipped
874,1674,1414,delivered
875,6372,75,shipped
876,8265,935,pending
877,84,1077,returned
878,738,439,delivered
879,5085,869,returned
880,4764,791,cancelled
881,12,1862,delivered
882,9625,1653,pending
883,3473,986,cancelled
884,4253,913,delivered
885,7530,891,returned
886,2008,1355,pending
887,6981,176,shipped
888,2907,247,delivered
889,726,1555,shipped
890,9414,1681,cancelled
891,5129,729,returned
892,6698,1464,returned
893,1150,1317,returned
894,728,96,delivered
895,2010,652,returned
896,9867,463,shipped
897,3551,773,shipped
898,8910,861,cancelled
899,21,215,shipped
900,8448,652,delivered
901,6,1579,pending
902,2742,1210,delivered
903,7896,405,returned
904,190,226,pending
905,1124,387,delivered
906,5797,1763,cancelled
907,1552,1982,returned
908,1518,1876,delivered
909,9158,122,cancelled
910,1485,1234,delivered
911,9955,1173,returned
912,1900,398,cancelled
913,6123,84,delivered
914,5506,257,returned
915,1555,1385,returned
916,3648,1716,returned
917,6747,1100,cancelled
918,1336,1037,cancelled
919,8069,167,cancelled
920,128,1108,pending
921,5099,1259,shipped
922,9789,1752,shipped
923,2670,1548,returned
924,5991,45,cancelled
925,1662,1239,cancelled
926,1372,324,returned
927,3605,435,shipped
928,1217,1571,shipped
929,4579,1190,delivered
930,2674,1979,shipped
931,690,1162,delivered
932,678,1373,pending
933,3494,988,pending
934,7720,1025,delivered
935,8555,1148,delivered
936,6314,326,cancelled
937,4177,1117,pending
938,6368,828,pending
939,1119,1424,shipped
940,6792,1625,shipped
941,538,1340,shipped
942,976,805,returned
943,6072,1941,pending
944,7035,661,cancelled
945,1529,354,pending
946,1932,1145,cancelled
947,788,1712,pending
948,8881,177,pending
949,2159,1778,shipped
950,9973,1906,shipped
951,3206,131,shipped
952,5318,741,returned
953,8323,1584,cancelled
954,9516,1485,shipped
955,976,888,shipped
956,3624,245,delivered
957,5585,1238,cancelled
958,9093,1357,returned
959,9918,1743,pending
960,331,1815,returned
961,6340,1306,pending
962,9351,1572,cancelled
963,8972,109,delivered
964,5887,73,delivered
965,2676,192,pending
966,2310,1555,pending
967,3558,1633,cancelled
968,97,1072,pending
969,6635,1619,delivered
970,1692,1938,returned
971,219,528,delivered
972,6670,1729,pending
973,8866,1446,pending
974,8185,1867,pending
975,4206,88,returned
976,3869,569,cancelled
977,9240,676,delivered
978,4596,1169,delivered
979,489,1689,cancelled
980,190,1219,delivered
981,8217,81,cancelled
982,2158,1427,cancelled
983,4298,707,cancelled
984,7082,1226,returned
985,3612,1411,returned
986,8952,1883,delivered
987,9364,1349,pending
988,7981,538,shipped
989,9968,571,pending
990,4998,303,returned
991,264,604,returned
992,5884,940,cancelled
993,7063,376,delivered
994,3122,1391,returned
995,4713,940,cancelled
996,6399,1248,pending
997,9840,1661,delivered
998,3199,101,pending
999,6402,1931,delivered
1000,8117,294,returned
1001,6568,262,cancelled
1002,4809,1386,cancelled
1003,8500,665,returned
1004,235,285,cancelled
1005,2122,1256,cancelled
1006,6359,183,pending
1007,6394,802,shipped
1008,8850,827,cancelled
1009,130,1582,shipped
1010,5054,1232,returned
1011,2089,563,cancelled
1012,8985,1227,cancelled
1013,7916,1342,pending
1014,2047,820,delivered
1015,6201,332,cancelled
1016,8046,1692,delivered
1017,735,333,pending
1018,5963,1693,cancelled
1019,2165,432,pending
1020,2417,670,shipped
1021,4482,377,shipped
1022,5574,320,delivered
1023,6395,1712,pending
1024,12,1077,delivered
1025,8561,1725,returned
1026,5062,1239,cancelled
1027,1025,936,shipped
1028,1770,751,pending
1029,5563,1592,shipped
1030,136,1291,delivered
1031,3731,686,shipped
1032,1437,395,pending
1033,8439,567,delivered
1034,6779,44,delivered
1035,3768,600,shipped
1036,3969,316,shipped
1037,2025,23,returned
1038,1396,1818,shipped
1039,9481,564,delivered
1040,3707,1495,pending
1041,4542,1871,pending
1042,4605,1775,pending
1043,8819,1906,cancelled
1044,8389,465,delivered
1045,3225,1404,cancelled
1046,7893,1221,returned
1047,2477,1421,delivered
1048,740,1558,shipped
1049,1584,1910,pending
1050,6998,1915,returned
1051,2413,477,pending
1052,3556,1017,returned
1053,9271,1782,returned
1054,1324,1038,pending
1055,254,1976,pending
1056,9288,794,shipped
1057,5092,343,cancelled
1058,5633,958,returned
1059,7131,1670,shipped
1060,5448,750,returned
1061,7758,934,delivered
1062,5683,1785,shipped
1063,6833,446,delivered
1064,8230,1080,returned
1065,2355,410,cancelled
1066,2443,654,delivered
1067,4841,1541,shipped
1068,2102,1319,delivered
1069,3320,679,pending
1070,1108,1851,cancelled
1071,8625,1401,returned
1072,3057,1143,pending
1073,5426,104,shipped
1074,4125,698,delivered
1075,3775,1144,returned
1076,3059,1056,cancelled
1077,2603,24,delivered
1078,7232,822,cancelled
1079,7130,787,cancelled
1080,726,1100,shipped
1081,8853,1128,cancelled
1082,4903,667,returned
1083,7320,171,shipped
1084,912,1291,cancelled
1085,5135,435,pending
1086,3525,1477,cancelled
1087,9101,747,returned
1088,3107,220,delivered
1089,2233,821,shipped
1090,1562,1354,pending
1091,7877,1733,delivered
1092,1347,536,delivered
1093,3603,17,pending
1094,250,1659,cancelled
1095,1338,578,delivered
1096,5825,301,returned
1097,9790,792,delivered
1098,5776,1459,cancelled
1099,5110,565,shipped
1100,3499,151,returned
1101,7846,208,pending
1102,5938,474,shipped
1103,3982,1826,delivered
1104,9514,1920,cancelled
1105,2698,1284,cancelled
1106,7658,68,pending
1107,413,1546,pending
1108,3376,1631,delivered
1109,3708,613,delivered
1110,9827,1238,cancelled
1111,5969,1523,returned
1112,5832,1676,returned
1113,6773,1293,pending
1114,8695,1082,returned
1115,1513,1725,cancelled
1116,8385,836,pending
1117,2144,246,delivered
1118,9383,1219,shipped
1119,8178,1253,delivered
1120,3562,944,cancelled
1121,3598,1064,shipped
1122,8046,1859,delivered
1123,9558,1786,pending
1124,3452,449,pending
1125,2625,352,shipped
1126,3754,1793,returned
1127,5268,550,returned
1128,672,1913,cancelled
1129,226,603,cancelled
1130,3388,1414,pending
1131,5116,1508,returned
1132,3578,1643,cancelled
1133,9103,958,delivered
1134,7534,975,cancelled
1135,4192,23,cancelled
1136,295,462,cancelled
1137,6308,851,delivered
1138,6590,35,pending
1139,7362,783,shipped
1140,2656,1760,returned
1141,2534,256,shipped
1142,8828,270,pending
1143,9520,1707,shipped
1144,8249,860,returned
1145,2704,994,returned
1146,4286,1571,cancelled
1147,2190,883,delivered
1148,3531,1236,shipped
1149,3237,1751,pending
1150,4905,1488,delivered
1151,9605,1727,cancelled
1152,9338,350,pending
1153,6592,831,cancelled
1154,532,1827,delivered
1155,8898,731,shipped
1156,1549,382,shipped
1157,4135,1348,delivered
1158,3369,706,returned
1159,4541,1194,returned
1160,1501,240,returned
1161,5068,1771,cancelled
1162,5759,210,shipped
1163,4283,381,pending
1164,477,1797,cancelled
1165,3851,967,returned
1166,1448,980,pending
1167,5029,1155,shipped
1168,6165,526,returned
1169,1554,180,cancelled
1170,5539,1196,delivered
1171,5922,1521,returned
1172,6100,1182,delivered
1173,2735,160,returned
1174,4043,1033,returned
1175,3234,1897,pending
1176,3418,1572,cancelled
1177,3170,1872,cancelled
1178,5513,1190,cancelled
1179,2905,1011,cancelled
1180,7557,885,returned
1181,8068,985,cancelled
1182,5999,1173,shipped
1183,5913,1624,returned
1184,6966,157,shipped
1185,5057,192,cancelled
1186,4209,1229,pending
1187,9582,718,shipped
1188,9100,58,returned
1189,8920,1647,delivered
1190,2936,895,cancelled
1191,2135,403,shipped
1192,9959,1252,pending
1193,8029,1749,cancelled
1194,1884,754,pending
1195,544,202,pending
1196,1344,468,returned
1197,1742,694,delivered
1198,8613,1990,pending
1199,5044,589,shipped
1200,3258,855,delivered
1201,8183,1276,shipped
1202,1223,545,returned
1203,9892,36,pending
1204,42,1779,returned
1205,6452,209,cancelled
1206,4098,1700,cancelled
1207,9923,47,delivered
1208,9877,1178,pending
1209,5614,1864,cancelled
1210,3673,1096,pending
1211,6250,940,returned
1212,9377,790,cancelled
1213,3788,802,cancelled
1214,2974,84,returned
1215,6462,252,pending
1216,2970,1569,shipped
1217,7506,381,cancelled
1218,5007,468,shipped
1219,937,755,returned
1220,6340,1172,returned
1221,7190,334,delivered
1222,5949,1280,cancelled
1223,1697,1371,delivered
1224,5930,1883,cancelled
1225,3203,331,cancelled
1226,7650,24,pending
